"UniqueLakeName","Lat","Lon","DOC_Median","TN_Median","TP_Median","pH"
"L3491",43.65565,-94.46952,NA,NA,0.152,NA
"L3492",43.65712,-88.22338,NA,NA,0.164,8.6
"L3493",43.66231,-93.4129,NA,NA,NA,NA
"L3494",43.66295,-70.63842,0.001435,0.6985,0.022,NA
"L3495",43.66298,-122.4216,0.00098,NA,NA,7.9
"L3496",43.664,-72.034,NA,NA,0.0073,NA
"L3497",43.66479,-93.37463,NA,NA,0.157,NA
"L3498",43.66544,-93.39278,NA,NA,0.15,NA
"L3499",43.668336,-86.503547,0.00504211,NA,0.03,8.6
"L3500",43.671086,-85.888988,NA,NA,0.024,NA
"L3501",43.67403,-88.16937,NA,NA,0.02,NA
"L3502",43.675,-71.567,NA,NA,0.007,NA
"L3503",43.67706,-94.69803,NA,NA,0.1535,NA
"L3504",43.6786515686275,-85.259627254902,NA,NA,0.014,NA
"L3505",43.6790714285714,-85.3941057142857,NA,0.41024,0.0146,NA
"L3506",43.67942,-93.80321,NA,NA,NA,NA
"L3507",43.68,-74.922,NA,NA,0.007,NA
"L3508",43.68394,-95.08255,NA,NA,NA,NA
"L3509",43.692,-74.925,NA,NA,0.0047,NA
"L3510",43.694,-70.993,NA,NA,0.0155,NA
"L3511",43.695,-74.896,NA,NA,0.0076,NA
"L3512",43.70466,-70.79574,0.004245,0.359,0.012,NA
"L3513",43.70497,-86.42622,0.00967,NA,NA,8.3
"L3514",43.707632,-85.862574,NA,NA,0.009,NA
"L3515",43.7135585714286,-85.3741457142857,0.02055599,0.8722911,0.02555,NA
"L3516",43.71379,-121.7665,0.00245,NA,NA,8.5
"L3517",43.718,-71.558,NA,NA,0.009,NA
"L3518",43.717512,-85.21427,NA,NA,0.019,NA
"L3519",43.72659,-85.9060566666667,NA,0.24502,0.009,NA
"L3520",43.72927,-72.61136,NA,NA,0.018,NA
"L3521",43.73083,-72.91136,NA,NA,0.0228,NA
"L3522",43.73237,-88.3948,NA,NA,0.015,NA
"L3523",43.73408,-94.74702,NA,NA,0.147,NA
"L3524",43.7341987301587,-73.1839565079365,0.00264,NA,0.011,8.6
"L3525",43.73613,-122.0382,6e-04,NA,NA,6.6
"L3526",43.74156,-97.60321,0.01418,NA,NA,9.1
"L3527",43.742,-70.61316,0.00475,0.2525,0.009,NA
"L3528",43.74259,-73.14121,NA,NA,0.006,NA
"L3529",43.74316,-89.64702,NA,NA,0.0105,NA
"L3530",43.74394,-93.56626,NA,NA,0.176,NA
"L3531",43.74438,-95.19958,NA,NA,NA,NA
"L3533",43.75125,-73.27993,NA,NA,0.0097,NA
"L3534",43.75305,-73.15405,NA,NA,0.01195,NA
"L3535",43.7556683333333,-85.2966716666667,NA,NA,0.02,NA
"L3536",43.75828,-70.85868,0.002715,0.2125,0.008,NA
"L3537",43.75866,-73.28285,NA,NA,0.017,NA
"L3538",43.75874,-89.40991,NA,NA,0.092,NA
"L3539",43.76109,-89.37636,NA,NA,0.021,NA
"L3540",43.76304,-73.27802,NA,NA,0.02315,NA
"L3542",43.76449,-89.37253,NA,NA,0.026,NA
"L3543",43.76632,-73.22341,NA,NA,0.029,NA
"L3544",43.76803,-103.5207,0.00752,NA,NA,8.3
"L3545",43.7697629230769,-86.4210553846154,0.004914509,NA,0.023,NA
"L3546",43.7704,-89.60727,NA,NA,0.016,NA
"L3547",43.77143,-85.810175,NA,NA,0.008,NA
"L3549",43.774,-70.685,NA,NA,0.0054,NA
"L3550",43.7711332,-70.3579372,0.004045,0.288,0.009,6
"L3551",43.77533,-89.63501,NA,NA,0.0123,NA
"L3552",43.778945,-86.09863,NA,NA,0.008,NA
"L3553",43.7861,-95.20707,NA,NA,NA,NA
"L3554",43.78744,-89.64861,NA,NA,0.02735,NA
"L3555",43.78782,-70.45453,0.00307,0.204,0.005,NA
"L3556",43.7895,-94.73418,NA,NA,NA,NA
"L3557",43.78987,-94.09165,NA,NA,NA,NA
"L3558",43.79123,-93.27386,NA,NA,NA,NA
"L3559",43.79245,-88.98028,NA,NA,0.054,NA
"L3560",43.795,-71.755,NA,NA,0.009,NA
"L3561",43.7963,-122.0175,0.00214,NA,NA,7.3
"L3562",43.79675,-88.97008,NA,NA,0.157,NA
"L3563",43.797,-71.081,NA,NA,0.0069,NA
"L3564",43.79802,-89.63665,NA,NA,0.021,NA
"L3565",43.79814,-85.30941,0.0104501,0.7397568,0.0144,NA
"L3566",43.80017,-88.46232,NA,NA,0.577,NA
"L3567",43.80089,-99.23771,0.01689,NA,NA,8.2
"L3568",43.80224,-72.40885,NA,NA,0.01,NA
"L3569",43.804,-71.101,NA,NA,0.0076,NA
"L3570",43.8071,-90.08364,NA,NA,0.112,NA
"L3572",43.808218,-87.977384,0.00914,NA,0.021,8.65
"L3573",43.808565,-85.15769,NA,NA,0.013,NA
"L3574",43.81021,-95.314,NA,NA,NA,NA
"L3577",43.8124865714286,-88.9911814285714,0.00433,NA,0.043,8.8
"L3578",43.81862,-95.21493,NA,NA,NA,NA
"L3582",43.8278,-104.1094,0.07371,NA,NA,7.9
"L3583",43.82792,-84.36525,NA,NA,0.014,NA
"L3584",43.83174,-70.42543,0.00254,0.637,0.012,NA
"L3585",43.83201,-87.86441,NA,NA,0.041,NA
"L3586",43.83333,-66.05,NA,0.25,0.016,NA
"L3587",43.83495,-71.09335,0.00276,NA,NA,6.6
"L3588",43.83586,-70.88846,0.00233,0.188,0.005,NA
"L3589",43.83639,-93.86045,NA,NA,NA,NA
"L3590",43.83751,-70.97154,0.00284,0.168,0.004,NA
"L3591",43.83822,-85.07388,0.0062,NA,NA,7.6
"L3593",43.84084,-89.79559,NA,NA,0.0585,NA
"L3594",43.84232,-89.64476,NA,NA,0.0213,NA
"L3595",43.84594,-70.89116,0.0038,0.253,0.007,NA
"L3596",43.8480561111111,-85.0209966666667,NA,NA,0.013,NA
"L3597",43.84843,-85.28058,0.02043604,0.7255568,0.0224,NA
"L3598",43.84866,-85.003624,NA,NA,0.013,NA
"L3600",43.85197,-85.00531,NA,NA,NA,6.62
"L3601",43.85197,-85.00531,NA,NA,NA,6.26
"L3602",43.85197,-85.00531,NA,NA,NA,7.69
"L3603",43.85197,-85.00531,NA,NA,NA,7.42
"L3604",43.85197,-85.00531,NA,NA,NA,6.26
"L3605",43.85251,-95.41259,NA,NA,NA,NA
"L3606",43.85268,-84.77215,0.00565,NA,NA,8.4
"L3607",43.8454,-124.1485,NA,NA,0.01,NA
"L3608",43.85484,-70.89222,0.004175,0.3785,0.01,NA
"L3609",43.855838,-85.9768,NA,NA,0.0055,NA
"L3610",43.8590975,-86.2447925,NA,NA,0.019,NA
"L3611",43.86387,-89.59855,NA,NA,0.016,NA
"L3612",43.86443125,-88.20916125,NA,NA,0.045,8.5
"L3613",43.8665296825397,-94.0232814285714,NA,NA,0.106,NA
"L3614",43.86667,-66.11667,NA,0.45,0.03,NA
"L3615",43.868,-71.799,NA,NA,0.0049,NA
"L3616",43.8701282191781,-69.7808421917808,0.0076,0.803,0.036,NA
"L3617",43.87094,-95.03393,NA,NA,NA,NA
"L3618",43.8796061538462,-70.4124738461538,0.00395,0.239,0.008,NA
"L3619",43.874152,-84.805802,NA,NA,0.014,NA
"L3620",43.87792,-95.45161,0.0102,NA,NA,NA
"L3621",43.87846,-95.09872,NA,NA,0.07,NA
"L3622",43.88621,-89.65924,NA,NA,0.0225,NA
"L3623",43.88747,-73.08573,NA,NA,0.01,NA
"L3625",43.888988,-85.78227,NA,NA,0.0105,NA
"L3626",43.88917,-72.22699,NA,NA,0.013,NA
"L3629",43.891424,-73.052368,0.00359,NA,0.0083,8.1
"L3630",43.8920197468354,-69.6314470886076,0.00396,0.272,0.013,NA
"L3631",43.894924,-85.796442,NA,NA,0.007,NA
"L3632",43.89621,-70.75616,0.004245,0.284,0.007,NA
"L3633",43.899392,-85.077596,NA,NA,0.041,NA
"L3634",43.9029,-93.41697,0.0066,NA,0.036,NA
"L3635",43.90804,-91.05694,NA,NA,0.158,NA
"L3636",43.9085715384615,-89.5851153846154,NA,NA,0.037,8.7
"L3637",43.91006,-70.84319,0.0023,0.224,0.01,NA
"L3638",43.9103575,-89.5904725,NA,NA,0.0255,8.6
"L3639",43.91523,-85.08825,NA,NA,NA,8.1
"L3640",43.91667,-65.96667,NA,0.17,0.005,NA
"L3641",43.91755,-91.32156,NA,NA,0.099,NA
"L3642",43.918924,-84.96558,NA,NA,0.011,NA
"L3643",43.9210888888889,-70.5067155555556,0.00403,0.24,0.0079,NA
"L3644",43.92101,-95.04698,NA,NA,0.1025,NA
"L3645",43.92274,-72.14999,NA,NA,0.016,NA
"L3646",43.92369,-96.95104,0.01103,NA,NA,8.48
"L3647",43.92387,-88.79987,NA,NA,0.3275,NA
"L3648",43.92505,-87.9387,NA,NA,0.015,NA
"L3649",43.92582,-70.8879,0.00308,0.114,0.006,NA
"L3650",43.92763,-118.1504,0.00338,NA,NA,8.5
"L3651",43.9320575,-70.47379,NA,NA,0.01,6.4
"L3652",43.9292,-89.29156,NA,NA,0.011,NA
"L3653",43.92921,-114.8404,0.00138,NA,NA,7.905
"L3654",43.937635,-86.442505,0.00237,NA,NA,8
"L3655",43.9297898387097,-70.657085,0.0042,0.229,0.01,NA
"L3656",43.93333,-66.13333,NA,0.45,0.024,NA
"L3657",43.9361,20.68294,NA,NA,0.0664,NA
"L3658",43.95296,-74.44901,0.00423,NA,NA,7.1
"L3659",43.93854,-84.97249,NA,NA,NA,NA
"L3660",43.947,-70.7565,NA,NA,0.00865,NA
"L3661",43.9407935483871,-70.6094184677419,0.0026,0.203,0.005,NA
"L3663",43.944,-71.693,NA,NA,0.005,NA
"L3664",43.9444947663551,-70.6853846728972,0.00336,0.18,0.006,NA
"L3665",43.94507,-93.85533,NA,NA,NA,NA
"L3666",43.94597,-70.75205,0.00383,0.2065,0.006,NA
"L3668",43.949195,-85.4545933333333,NA,NA,0.019,NA
"L3669",43.94973,-95.66313,NA,NA,NA,NA
"L3670",43.95073,-95.00797,NA,NA,NA,NA
"L3671",43.9514032258065,-69.7743193548387,0.00472,0.224,0.012,NA
"L3672",43.9528131884058,-84.9320955072464,NA,NA,0.0125,NA
"L3673",43.95474,-84.99864,NA,NA,NA,NA
"L3674",43.95674,-70.7866,0.00366,0.191,0.008,NA
"L3675",43.957765,-71.968455,0.00248,NA,0.0054,6.7
"L3678",43.96119,-70.81444,NA,NA,0.01,NA
"L3679",43.9635,125.8466,NA,4,0.16,NA
"L3680",43.96359,-121.7805,0.0022,NA,NA,8.8
"L3681",43.9664356435644,-70.6868514851485,0.0028,0.176,0.006,NA
"L3682",43.96732,-70.74626,0.00636,0.326,0.009,NA
"L3683",43.96734,-70.73604,NA,NA,0.006,NA
"L3684",43.96768,-89.23015,NA,NA,0.0415,NA
"L3685",43.968,-74.869,NA,NA,0.003,NA
"L3686",43.9704233333333,-70.4271016666667,0.00302,0.173,0.007,7.1
"L3687",43.96969,-87.95884,NA,NA,0.022,NA
"L3688",43.97237,-89.29904,NA,NA,0.0175,NA
"L3689",43.97355,-94.64775,0.0076,NA,0.051,NA
"L3690",43.97784,-70.458204,NA,NA,0.01,6.9
"L3691",43.9770360655738,-70.3534983606557,0.00377,0.197,0.006,NA
"L3692",43.97722,-89.38365,NA,NA,0.015,NA
"L3693",43.978,-70.6787,NA,NA,0.013,NA
"L3694",43.97807,-89.51178,NA,NA,0.009,NA
"L3696",43.9797075,-86.4507075,NA,NA,0.042,NA
"L3697",43.98152,-90.52375,NA,NA,0.138,NA
"L3698",43.9862,-93.89176,NA,NA,NA,NA
"L3699",43.98666,-87.87378,NA,NA,0.015,NA
"L3700",43.98753,-93.8249,NA,NA,NA,NA
"L3701",43.98863,-119.3928,0.00479,NA,NA,9.8
"L3702",43.9911,-86.10689,0.00694,NA,NA,7.6
"L3703",43.99132,-69.4431,0.005105,0.229,0.0075,NA
"L3704",43.9950099122807,-70.7120297368421,NA,NA,0.006,NA
"L3705",43.9972916666667,-84.54288,NA,NA,0.014,NA
"L3706",43.99638,-70.82399,NA,NA,0.012,NA
"L3707",43.996805,-85.415121,NA,NA,0.013,NA
"L3709",44.02665,-121.7456,0.00059,NA,NA,7.5
"L3711",44.0010566666667,-70.8564711111111,0.00219,NA,0.008,NA
"L3712",44.0029742857143,-69.4780228571429,0.00529,0.243,0.007,NA
"L3713",44.00429,-85.29724,0.008534627,0.6388726,0.0133,NA
"L3714",44.005,-70.399,NA,NA,0.0075,NA
"L3715",44.00552,-88.41583,0.00772,NA,NA,8.8
"L3716",44.00702,-95.26881,NA,NA,NA,NA
"L3717",44.00722,-70.88986,NA,NA,0.0175,NA
"L3718",44.00824,-86.113705,NA,NA,0.018,NA
"L3719",44.020048,-69.453088,0.00394,0.2055,0.007,NA
"L3720",44.01667,-65.91667,NA,0.225,0.01,NA
"L3721",44.1120733333333,-88.498405,NA,NA,0.124,8.8
"L3722",44.02022,-70.34452,0.0054,0.261,0.009,NA
"L3723",44.0219712,-70.6775472,NA,NA,0.011,NA
"L3724",44.02337875,-84.79630125,NA,NA,0.014,NA
"L3725",44.02361,-111.6037,0.00858,NA,NA,9.9
"L3726",44.02384,-124.0796,0.00182,NA,NA,7.3
"L3727",44.0254,-84.78405,NA,NA,0.008,NA
"L3728",44.02544,-87.76403,NA,NA,0.076,NA
"L3729",44.0258,-70.64121,0.003925,0.21,0.007,NA
"L3730",44.0270386666667,-70.379406,0.0028,0.221,0.007,NA
"L3731",44.0357313333333,-70.5256773333333,0.00269,0.214,0.005,7.15
"L3732",44.03061,-89.88087,NA,NA,0.033,NA
"L3733",44.0305485714286,-85.3270985714286,0.005355918,0.32894195,0.00845,NA
"L3734",44.0331189915966,-70.7359603361345,0.0078,0.281,0.008,NA
"L3735",44.03333,-65.48333,NA,0.19,0.001,NA
"L3736",44.03491,-70.80284,0.00392,0.196,0.006,NA
"L3737",44.037,-70.655,NA,NA,0.0071,NA
"L3738",44.03948,-70.38068,NA,NA,0.007,NA
"L3739",44.04044,-69.47194,0.00359,0.165,0.018,NA
"L3740",44.042,-70.796,NA,NA,0.0069,NA
"L3742",44.04283,-91.65802,NA,NA,0.1075,NA
"L3743",44.04562,-87.78567,NA,NA,0.0245,NA
"L3744",44.04607,-70.36883,0.00306,0.229,0.007,NA
"L3745",44.048,-79.457,0.0059,NA,0.007,6.95
"L3746",44.04852,-93.87549,NA,NA,NA,NA
"L3747",44.066665,-65.9,NA,0.265,0.02125,NA
"L3748",44.0537223529412,-70.4316823529412,0.00552,0.3385,0.01,NA
"L3749",44.05377,-69.45288,0.00464,0.221,0.009,NA
"L3750",44.05509,-95.37638,NA,NA,NA,NA
"L3751",44.05618,-93.72283,NA,NA,NA,NA
"L3752",44.05882,-89.81507,NA,NA,0.02365,NA
"L3753",44.05927,-87.7362,NA,NA,0.02,NA
"L3754",44.06343875,-85.38433125,NA,NA,0.021,NA
"L3755",44.06407,-72.61084,NA,NA,0.01555,NA
"L3756",44.0648173684211,-84.3332821052632,NA,NA,0.014,NA
"L3757",44.0656932291667,-70.7723958333333,0.005445,0.314,0.009,NA
"L3759",44.069,-70.49,NA,NA,0.0049,NA
"L3760",44.07031,-70.42175,0.00476,NA,0.0115,NA
"L3761",44.07122,-95.37371,NA,NA,NA,NA
"L3762",44.07755,-93.44109,NA,NA,NA,NA
"L3763",44.0809435810811,-70.7418339189189,0.00354,0.1655,0.006,NA
"L3764",44.08118,-93.51838,NA,NA,NA,NA
"L3765",44.084376,-85.978394,NA,NA,0.009,NA
"L3766",44.08309,-94.14754,NA,NA,NA,NA
"L3767",44.08353,-70.88757,0.00521,0.286,0.015,NA
"L3768",44.08554,-93.0604,NA,NA,0.1685,NA
"L3769",44.08589,-72.12328,NA,NA,0.01755,NA
"L3770",44.08664,-93.48463,NA,NA,0.169,NA
"L3771",44.08794,-123.3001,0.00207,NA,NA,7.5
"L3772",44.08814,-91.35122,NA,NA,0.1525,NA
"L3773",44.08831,-84.37765,NA,NA,NA,5.92
"L3774",44.0887444444444,-69.4408833333333,0.008305,0.44,0.01745,NA
"L3775",44.0909216666667,-84.7668016666667,0.006659451,0.4811758,0.01,NA
"L3776",44.09814,-70.99555,0.002865,0.141,0.006,NA
"L3777",44.0987,-94.17763,NA,NA,NA,NA
"L3778",44.10051,-111.4735,0.00135,NA,NA,8.9
"L3779",44.10227,-93.45234,NA,NA,NA,NA
"L3780",44.10342,-88.03712,NA,NA,0.03,NA
"L3781",44.10494,-93.47258,NA,NA,NA,NA
"L3782",44.10509,-95.6784,NA,NA,NA,NA
"L3783",44.107735,-70.2796076,0.005195,0.3055,0.01,NA
"L3784",44.10771,-70.20306,NA,NA,0.045,NA
"L3785",44.10905,-94.20338,NA,NA,0.271,NA
"L3787",44.1115,-95.33644,NA,NA,NA,NA
"L3788",44.113888,-89.198348,NA,NA,0.019,8.5
"L3789",44.11667,-64.71667,NA,0.17,0.008,NA
"L3790",44.1213752941176,-70.7770099159664,0.005985,0.269,0.008,NA
"L3791",44.1234525438596,-70.6722180701754,0.005115,0.2185,0.007,NA
"L3792",44.1286,-70.5655,NA,NA,0.0105,NA
"L3793",44.13517,-69.28368,0.005,0.299,0.015,NA
"L3794",44.1381196330275,-70.7396425688073,0.00355,0.188,0.006,NA
"L3795",44.13848,-94.61547,NA,NA,0.115,NA
"L3796",44.13963,-88.73456,NA,NA,0.08,NA
"L3797",44.1411693693694,-69.1139009009009,0.00253,0.2665,0.014,NA
"L3798",44.13918875,-69.49142796875,0.0037,0.19,0.01,NA
"L3799",44.1435645192308,-70.8203466346154,0.00466,0.221,0.007,NA
"L3800",44.1697256637168,-70.0959015486726,0.00549,0.79,0.037,NA
"L3801",44.1487107692308,-70.2527784615385,0.003075,0.226,0.008,NA
"L3802",44.150768907563,-70.7157887394958,NA,NA,0.008,NA
"L3803",44.15225,-75.39608,0.0037,0.2975,0.007,NA
"L3804",44.15311,-69.95733,NA,NA,0.013,NA
"L3805",44.15404,-74.44476,0.00321,NA,NA,7.34
"L3807",44.15519,-95.66449,NA,NA,NA,NA
"L3808",44.155208,-84.446068,NA,NA,0.0155,NA
"L3809",44.15598,-69.44815,NA,NA,0.0175,NA
"L3810",44.15639,-70.68518,NA,NA,0.0155,NA
"L3811",44.1592469090909,-70.6424649090909,0.00578,0.292,0.007,NA
"L3812",44.16522,-93.59933,NA,NA,NA,NA
"L3813",44.16599,-90.61043,NA,NA,0.065,NA
"L3814",44.16667,-64.85,NA,0.18,0.008,NA
"L3815",44.16893,-93.68883,NA,NA,0.252,NA
"L3816",44.169,-69.855,NA,NA,0.0405,NA
"L3817",44.16904,-95.95988,NA,NA,NA,NA
"L3818",44.17112,-95.79557,NA,NA,NA,NA
"L3819",44.17254,-95.97238,NA,NA,NA,NA
"L3820",44.17778,-70.92653,0.00409,0.318,0.014,NA
"L3821",44.1792,-74.60947,NA,0.305,0.006,NA
"L3822",44.1790663087248,-70.7053841610738,0.00465,0.244,0.007,NA
"L3823",44.21405,-69.94725,0.00447,0.435,0.013,NA
"L3824",44.18421,-106.7589,0.00813,NA,NA,7.6
"L3825",44.18496,-92.47701,NA,NA,0.241,NA
"L3826",44.18585,-69.52067,0.00692,0.292,0.0125,NA
"L3827",44.186,-70.903,NA,NA,0.0073,NA
"L3828",44.18669,-93.61347,NA,NA,0.039,NA
"L3829",44.18704,-88.81407,NA,NA,0.1315,NA
"L3830",44.1883412837838,-70.6776658783784,0.00385,NA,0.007,NA
"L3831",44.18874,-93.80103,0.0103,NA,0.073,NA
"L3832",44.19047,-70.91175,NA,NA,0.007,NA
"L3833",44.191816,-84.035422,NA,NA,0.009,NA
"L3834",44.19244,-93.89786,0.0188,NA,NA,9.5
"L3835",44.19328,-70.24252,0.00302,0.211,0.007,NA
"L3836",44.1946942857143,-86.0045642857143,NA,NA,0.007,NA
"L3837",44.19473,-70.23787,NA,NA,0.014,NA
"L3838",44.19807,-69.14952,NA,NA,0.004,NA
"L3839",44.19876,-96.03304,NA,NA,NA,NA
"L3840",44.19902,-94.8464,NA,NA,NA,NA
"L3841",44.2003401515151,-70.6107242424242,NA,NA,0.005,NA
"L3842",44.2041888888889,-70.2880094444444,0.00678,0.288,0.0096,NA
"L3843",44.20601,-93.66438,NA,NA,0.216,NA
"L3844",44.20649,-70.81069,0.00271,0.164,0.008,NA
"L3845",44.2097833333333,-89.8469566666667,0.00634,NA,0.014,8.65
"L3846",44.20734,-84.3493733333333,NA,NA,0.02,NA
"L3847",44.20884,-84.24655,NA,NA,0.0385,NA
"L3849",44.209744,-86.322046,NA,NA,0.01,NA
"L3850",44.21131,-93.83491,NA,NA,0.054,NA
"L3852",44.3718400833333,-79.352833,NA,NA,NA,NA
"L3853",44.21163,-96.06151,NA,NA,NA,NA
"L3854",44.21318,-93.67751,NA,NA,NA,NA
"L3856",44.21732,-69.5585688888889,0.00552,0.56,0.016,NA
"L3857",44.21519,-70.79623,0.00482,0.27,0.009,NA
"L3858",44.21608,-93.48394,NA,NA,NA,NA
"L3859",44.21719,-93.7467,NA,NA,NA,NA
"L3860",44.2179584415584,-70.5566664935065,0.0034,0.2105,0.008,NA
"L3861",44.21781,-93.8158,0.0096,NA,0.056,NA
"L3862",44.2182893333333,-70.8674573333333,0.00431,0.283,0.00945,NA
"L3863",44.21803,-70.45683,0.00355,0.33,0.008,NA
"L3864",44.21833,-96.04579,NA,NA,NA,NA
"L3865",44.2206,-70.83225,0.00271,0.1635,0.0065,NA
"L3866",44.22117,-95.69773,NA,NA,NA,NA
"L3867",44.22219,-93.68262,NA,NA,NA,NA
"L3868",44.2241875641026,-70.6162764102564,NA,NA,0.009,NA
"L3869",44.22414,-69.1882,0.00385,0.406,0.011,NA
"L3870",44.2266125,-85.3525525,NA,NA,0.027,NA
"L3871",44.22688,-93.73814,NA,NA,NA,NA
"L3872",44.22937,-93.66542,NA,NA,NA,NA
"L3873",44.2302627509294,-70.0449464684015,0.00341,0.308,0.014,NA
"L3874",44.2308102941176,-93.5290761764706,0.01208,NA,0.419,9.6
"L3875",44.2312,-70.82398,NA,NA,0.005,NA
"L3876",44.2330857142857,-70.7131381818182,0.00506,0.31,0.013,NA
"L3877",44.23294,-93.87056,0.011,NA,0.125,NA
"L3878",44.247124,-85.482477,0.008454971,0.6451267,0.022,NA
"L3879",44.23527,-70.86217,NA,NA,0.008,NA
"L3880",44.239765,-86.30063,NA,NA,0.023,NA
"L3881",44.23991,-93.69778,NA,NA,NA,NA
"L3882",44.2417983333333,-85.4238033333333,NA,NA,0.03,NA
"L3883",44.24264,-68.30072,NA,1.325,0.043,NA
"L3884",44.24327,-75.83303,0.00445,0.36,0.0185,NA
"L3885",44.24439,-72.10247,NA,NA,0.012,NA
"L3886",44.24746,-69.17003,0.00297,0.201,0.0085,NA
"L3887",44.25037,-73.1332,NA,NA,0.0145,NA
"L3888",44.25156,-69.26804,0.006285,0.358,0.0165,NA
"L3889",44.253,-74.325,NA,NA,0.0101,NA
"L3890",44.25384,-93.87195,NA,NA,0.08,NA
"L3891",44.25421,-93.72111,NA,NA,NA,NA
"L3892",44.25432,-94.88196,NA,NA,NA,NA
"L3893",44.2562,-94.65102,NA,NA,NA,NA
"L3894",44.257,-69.106,NA,NA,0.0101,NA
"L3895",44.25936,-94.52061,NA,NA,0.2165,NA
"L3896",44.26172,-69.11056,0.00389,0.2105,0.009,NA
"L3897",44.262,-70.591,NA,NA,0.0174,NA
"L3898",44.2627,-91.86569,NA,NA,0.0665,NA
"L3899",44.2634,-93.52743,NA,NA,0.088,NA
"L3900",44.2639,-69.87333,NA,NA,0.0065,NA
"L3901",44.26594,-69.92543,0.00379,0.351,0.016,NA
"L3902",44.26608,-93.8298,0.0146,NA,NA,NA
"L3903",44.266,-97.069,NA,NA,NA,NA
"L3904",44.26667,-66.06667,NA,0.36,0.012,NA
"L3905",44.26667,-65.93333,NA,0.215,0.0105,NA
"L3906",44.26819,-70.59124,NA,NA,0.017,NA
"L3907",44.269,-69.93,NA,NA,0.0224,NA
"L3908",44.269,-72.26393,NA,NA,0.0121,NA
"L3909",44.2722125503356,-69.983807181208,0.00421,0.276,0.019,NA
"L3910",44.27432,-93.35,NA,NA,0.196,NA
"L3911",44.27448,-93.82618,NA,NA,0.106,NA
"L3912",44.27448,-93.72733,NA,NA,0.0475,NA
"L3913",44.27454,-70.70853,0.00357,0.188,0.007,NA
"L3914",44.27549,-93.77627,NA,NA,0.3635,NA
"L3915",44.27598,-95.93551,NA,NA,0.107,NA
"L3916",44.2826269565217,-70.2682486956522,NA,NA,0.012,NA
"L3917",44.28333,-64.6,NA,0.14,0.0175,NA
"L3918",44.28482,-87.73349,NA,NA,0.0205,NA
"L3919",44.2856,-93.57961,NA,NA,0.118,NA
"L3920",44.28913,-93.81564,NA,NA,NA,NA
"L3921",44.28946,-96.24095,NA,NA,0.2,NA
"L3922",44.28978,-89.10336,NA,NA,0.0082,NA
"L3923",44.2910666666667,-69.9497580246914,0.004005,0.2595,0.007,NA
"L3924",44.29132,-69.39468,0.004,0.188,0.0075,NA
"L3925",44.2908735714286,-69.3755007142857,0.003085,0.197,0.006,NA
"L3926",44.2939,-72.13742,NA,NA,0.012,NA
"L3927",44.294252,-84.169168,NA,NA,0.021,NA
"L3928",44.295,-70.049,NA,NA,0.0238,NA
"L3929",44.2951,-93.42956,NA,NA,0.103,NA
"L3932",44.30039,-69.06983,0.00629,0.295,0.008,NA
"L3933",44.3012605405405,-68.397107027027,0.004465,0.2365,0.00595,NA
"L3934",44.30175,-110.6285,0.00181,NA,NA,7.2
"L3935",44.30206,-84.75843,NA,NA,NA,6.04
"L3936",44.30263,-90.51309,NA,NA,0.069,NA
"L3937",44.30439,-93.46971,NA,NA,NA,NA
"L3938",44.30536,-93.63385,NA,NA,NA,NA
"L3939",44.30545,-93.27827,NA,NA,NA,NA
"L3940",44.30658,-118.685,0.00231,NA,NA,8.5
"L3941",44.30707,-72.21242,NA,NA,0.011,NA
"L3942",44.30736,-89.26662,NA,NA,0.0146,NA
"L3943",44.30839,-83.4908925,NA,NA,0.009,NA
"L3944",44.31,-71.883,NA,NA,0.0097,NA
"L3945",44.31051,-94.266,NA,NA,0.108,NA
"L3946",44.31108,-68.28941,0.0031,0.17,0.0042,NA
"L3947",44.31137,-69.35344,NA,NA,0.0105,NA
"L3948",44.31667,-65.93333,NA,1.3,0.375,NA
"L3949",44.31669,-122.0464,0.00034,NA,NA,7.8
"L3950",44.31697,-72.21137,NA,NA,0.02105,NA
"L3951",44.31832,-75.77493,0.0045,0.5,0.016,NA
"L3952",44.3186873684211,-70.2263831578947,NA,NA,0.009,NA
"L3953",44.3265,-70.0275,NA,NA,0.01185,NA
"L3954",44.31908,-93.57988,NA,NA,NA,NA
"L3955",44.322,-97.111,NA,NA,NA,NA
"L3957",44.32256,-68.39766,0.00771,0.256,0.00755,NA
"L3958",44.323558,-89.191094,0.002825,NA,0.0084,8.5
"L3959",44.3227559493671,-70.0888901265823,0.004285,0.2765,0.015,NA
"L3960",44.3253070588235,-69.6596338235294,0.00374,0.439,0.017,NA
"L3961",44.32456,-88.94818,NA,NA,0.048,NA
"L3962",44.3252577777778,-85.2355022222222,0.005589261,0.8241125,0.0095,NA
"L3963",44.3260596551724,-72.3315627586207,0.00726,NA,0.017,6.9
"L3964",44.328565625,-68.36340625,0.003,0.152,0.0038,NA
"L3965",44.32708,-70.39946,NA,NA,0.006,NA
"L3966",44.32744975,-68.337532,0.002895,0.167,0.00415,NA
"L3967",44.32794,-97.11672,0.01347,NA,NA,9.05
"L3968",44.327721971831,-69.8869929577465,0.00627,0.521,0.02,NA
"L3969",44.32812,-93.34491,NA,NA,0.128,NA
"L3970",44.32848,-72.21063,NA,NA,0.012,NA
"L3972",44.32993,-93.48287,NA,NA,NA,NA
