"SITECODE","LCODE","SDATE","SHOUR","SMINS","LAB_NID","PHDATE","PHHOUR","PHMINS","FILTDATE","COMPDATE"
"T08","04",21-NOV-01,11,50,"",26-NOV-01,13,30,26-NOV-01,26-MAR-02
"T02","01",14-NOV-01,11,40,"",14-JAN-02,14,22,14-JAN-02,19-MAR-02
"T08","04",14-NOV-01,11,30,"",14-NOV-01,14,20,14-NOV-01,26-MAR-02
"T11","01",14-NOV-01,10,58,"",15-NOV-01,11,42,15-NOV-01,07-DEC-01
"T08","03",14-NOV-01,10,55,"",14-NOV-01,14,20,14-NOV-01,26-MAR-02
"T08","01",14-NOV-01,10,0,"",14-NOV-01,14,20,14-NOV-01,26-MAR-02
"T08","02",14-NOV-01,10,15,"",14-NOV-01,14,20,14-NOV-01,26-MAR-02
"T07","02",14-NOV-01,9,8,"",23-JAN-02,10,34,23-JAN-02,20-MAR-02
"T07","01",14-NOV-01,9,16,"",23-JAN-02,10,32,23-JAN-02,20-MAR-02
"T06","01",14-NOV-01,11,35,"L-AFRCR",14-NOV-01,15,20,14-NOV-01,03-DEC-01
"T05","02",14-NOV-01,,,"",15-NOV-01,14,30,15-NOV-01,
"T05","03",14-NOV-01,,,"",15-NOV-01,14,30,15-NOV-01,
"T04","05",14-NOV-01,13,0,"",15-NOV-01,9,30,15-NOV-01,
"T05","01",14-NOV-01,,,"",15-NOV-01,14,30,15-NOV-01,
"T04","04",14-NOV-01,12,20,"",15-NOV-01,9,30,15-NOV-01,
"T04","03",14-NOV-01,12,50,"",15-NOV-01,9,30,15-NOV-01,
"T12","01",14-NOV-01,13,30,"",15-NOV-01,,,15-NOV-01,15-NOV-01
"T04","02",14-NOV-01,12,55,"",15-NOV-01,9,30,15-NOV-01,
"T04","01",14-NOV-01,12,25,"",15-NOV-01,9,30,15-NOV-01,
"T08","01",07-NOV-01,11,5,"",08-NOV-01,13,30,08-NOV-01,14-DEC-01
"T02","01",07-NOV-01,9,30,"",14-JAN-02,12,48,14-JAN-02,19-MAR-02
"T08","02",07-NOV-01,11,20,"",08-NOV-01,13,30,08-NOV-01,14-DEC-01
"T04","05",07-NOV-01,13,0,"",08-NOV-01,11,0,08-NOV-01,
"T08","04",07-NOV-01,12,5,"",08-NOV-01,13,30,08-NOV-01,14-DEC-01
"T07","02",07-NOV-01,10,55,"",21-JAN-02,13,30,21-JAN-02,20-MAR-02
"T04","04",07-NOV-01,11,45,"",08-NOV-01,11,0,08-NOV-01,
"T08","03",07-NOV-01,14,15,"",08-NOV-01,13,30,08-NOV-01,14-DEC-01
"T04","03",07-NOV-01,12,15,"",08-NOV-01,11,0,08-NOV-01,
"T07","01",07-NOV-01,9,50,"",21-JAN-02,13,28,21-JAN-02,20-MAR-02
"T04","01",07-NOV-01,11,50,"",08-NOV-01,11,0,08-NOV-01,
"T12","01",07-NOV-01,13,30,"",08-NOV-01,,,08-NOV-01,08-NOV-01
"T04","02",07-NOV-01,12,20,"",08-NOV-01,11,0,08-NOV-01,
"T06","01",07-NOV-01,10,40,"L-AFRCR",07-NOV-01,14,40,07-NOV-01,03-DEC-01
"T11","01",07-NOV-01,10,50,"",08-NOV-01,12,0,08-NOV-01,07-DEC-01
"T08","03",31-OCT-01,15,15,"",02-NOV-01,11,40,02-NOV-01,14-DEC-01
"T08","01",31-OCT-01,10,30,"",02-NOV-01,11,40,02-NOV-01,14-DEC-01
"T08","04",31-OCT-01,12,20,"",02-NOV-01,11,40,02-NOV-01,14-DEC-01
"T02","01",31-OCT-01,11,52,"",14-JAN-02,12,6,14-JAN-02,19-MAR-02
"T04","02",31-OCT-01,13,40,"",01-NOV-01,10,0,01-NOV-01,
"T04","01",31-OCT-01,12,10,"",01-NOV-01,10,0,01-NOV-01,
"T04","03",31-OCT-01,13,30,"",01-NOV-01,10,0,01-NOV-01,
"T04","04",31-OCT-01,12,20,"",01-NOV-01,10,0,01-NOV-01,
"T05","01",31-OCT-01,,,"",02-NOV-01,14,30,02-NOV-01,
"T04","05",31-OCT-01,14,0,"",01-NOV-01,10,0,01-NOV-01,
"T05","03",31-OCT-01,,,"",02-NOV-01,14,30,02-NOV-01,
"T05","02",31-OCT-01,,,"",02-NOV-01,14,30,02-NOV-01,
"T11","01",31-OCT-01,10,40,"",01-NOV-01,11,37,01-NOV-01,05-NOV-01
"T06","01",31-OCT-01,11,35,"L-AFRCR",31-OCT-01,14,50,31-OCT-01,03-DEC-01
"T07","01",31-OCT-01,10,49,"",21-JAN-02,13,2,21-JAN-02,20-MAR-02
"T07","02",31-OCT-01,9,28,"",21-JAN-02,13,4,21-JAN-02,20-MAR-02
"T08","02",31-OCT-01,10,50,"",02-NOV-01,11,40,02-NOV-01,14-DEC-01
"T06","01",25-OCT-01,10,5,"L-AFRCR",25-OCT-01,14,35,25-OCT-01,03-DEC-01
"T08","03",24-OCT-01,10,30,"",25-OCT-01,13,30,25-OCT-01,07-DEC-01
"T11","01",24-OCT-01,9,34,"",25-OCT-01,13,45,25-OCT-01,05-NOV-01
"T08","04",24-OCT-01,9,35,"",25-OCT-01,13,30,25-OCT-01,07-DEC-01
"T12","01",24-OCT-01,13,30,"",25-OCT-01,,,25-OCT-01,25-OCT-01
"T02","01",24-OCT-01,10,40,"",01-NOV-01,14,45,01-NOV-01,12-DEC-01
"T04","02",24-OCT-01,12,20,"",25-OCT-01,10,0,25-OCT-01,
"T04","01",24-OCT-01,10,50,"",25-OCT-01,10,0,25-OCT-01,
"T04","03",24-OCT-01,11,15,"",25-OCT-01,10,0,25-OCT-01,
"T04","04",24-OCT-01,10,45,"",25-OCT-01,10,0,25-OCT-01,
"T04","05",24-OCT-01,12,30,"",25-OCT-01,10,0,25-OCT-01,
"T07","01",24-OCT-01,13,43,"",21-JAN-02,12,56,21-JAN-02,20-MAR-02
"T07","02",24-OCT-01,13,30,"",21-JAN-02,12,58,21-JAN-02,20-MAR-02
"T08","02",24-OCT-01,8,40,"",25-OCT-01,13,30,25-OCT-01,07-DEC-01
"T08","01",24-OCT-01,8,10,"",25-OCT-01,13,30,25-OCT-01,07-DEC-01
"T04","01",18-OCT-01,11,20,"",19-OCT-01,9,0,19-OCT-01,
"T04","05",18-OCT-01,13,15,"",19-OCT-01,9,0,19-OCT-01,
"T04","04",18-OCT-01,11,30,"",19-OCT-01,9,0,19-OCT-01,
"T07","01",18-OCT-01,9,26,"",21-JAN-02,12,28,21-JAN-02,20-MAR-02
"T04","03",18-OCT-01,12,35,"",19-OCT-01,9,0,19-OCT-01,
"T04","02",18-OCT-01,12,40,"",19-OCT-01,9,0,19-OCT-01,
"T07","02",18-OCT-01,9,22,"",21-JAN-02,12,30,21-JAN-02,20-MAR-02
"T02","01",17-OCT-01,12,20,"",01-NOV-01,14,16,01-NOV-01,12-DEC-01
"T08","03",17-OCT-01,15,50,"",,,,,
"T05","03",17-OCT-01,,,"",17-OCT-01,,,17-OCT-01,
"T05","02",17-OCT-01,,,"",17-OCT-01,,,17-OCT-01,
"T06","01",17-OCT-01,12,5,"L-AFRCR",19-OCT-01,11,10,19-OCT-01,03-DEC-01
"T08","04",17-OCT-01,12,0,"",18-OCT-01,13,0,18-OCT-01,07-DEC-01
"T08","01",17-OCT-01,9,40,"",18-OCT-01,13,0,18-OCT-01,07-DEC-01
"T11","01",17-OCT-01,9,8,"",18-OCT-01,10,30,18-OCT-01,05-NOV-01
"T05","01",17-OCT-01,,,"",17-OCT-01,,,17-OCT-01,
"T08","02",17-OCT-01,9,50,"",18-OCT-01,13,0,18-OCT-01,07-DEC-01
"T12","01",15-OCT-01,14,30,"",16-OCT-01,,,16-OCT-01,16-OCT-01
"T04","03",10-OCT-01,11,10,"",11-OCT-01,8,30,11-OCT-01,
"T04","01",10-OCT-01,12,5,"",11-OCT-01,8,30,11-OCT-01,
"T04","02",10-OCT-01,11,0,"",11-OCT-01,8,30,11-OCT-01,
"T08","04",10-OCT-01,10,20,"",11-OCT-01,12,40,11-OCT-01,26-NOV-01
"T11","01",10-OCT-01,10,10,"",11-OCT-01,10,10,11-OCT-01,05-NOV-01
"T08","03",10-OCT-01,14,10,"",,,,,
"T08","01",10-OCT-01,9,5,"",11-OCT-01,12,40,11-OCT-01,26-NOV-01
"T08","02",10-OCT-01,9,25,"",11-OCT-01,12,40,11-OCT-01,26-NOV-01
"T07","02",10-OCT-01,17,20,"",31-OCT-01,11,28,31-OCT-01,06-DEC-01
"T07","01",10-OCT-01,16,0,"",31-OCT-01,11,26,31-OCT-01,06-DEC-01
"T06","01",10-OCT-01,10,5,"L-AFRCR",10-OCT-01,13,15,10-OCT-01,03-DEC-01
"T04","05",10-OCT-01,10,45,"",11-OCT-01,8,30,11-OCT-01,
"T04","04",10-OCT-01,12,0,"",11-OCT-01,8,30,11-OCT-01,
"T02","01",09-OCT-01,12,0,"",11-OCT-01,11,13,11-OCT-01,27-NOV-01
"T05","02",03-OCT-01,,,"",03-OCT-01,15,0,03-OCT-01,
"T02","01",03-OCT-01,11,30,"",05-OCT-01,11,18,05-OCT-01,27-NOV-01
"T06","01",03-OCT-01,12,30,"L-AFRCR",03-OCT-01,15,25,03-OCT-01,12-OCT-01
"T08","02",03-OCT-01,9,40,"",04-OCT-01,12,30,04-OCT-01,26-NOV-01
"T12","01",03-OCT-01,15,30,"",04-OCT-01,,,04-OCT-01,04-OCT-01
"T07","01",03-OCT-01,8,32,"",31-OCT-01,11,2,31-OCT-01,06-DEC-01
"T08","01",03-OCT-01,9,15,"",04-OCT-01,12,30,04-OCT-01,26-NOV-01
"T04","04",03-OCT-01,11,40,"",,,,,
"T07","02",03-OCT-01,8,22,"",31-OCT-01,11,4,31-OCT-01,06-DEC-01
"T04","02",03-OCT-01,12,40,"",,,,,
"T11","01",03-OCT-01,10,46,"",04-OCT-01,9,10,04-OCT-01,05-NOV-01
"T04","05",03-OCT-01,11,50,"",,,,,
"T04","01",03-OCT-01,11,30,"",,,,,
"T05","01",03-OCT-01,,,"",03-OCT-01,15,0,03-OCT-01,
"T04","03",03-OCT-01,12,50,"",,,,,
"T08","03",03-OCT-01,14,0,"",,,,,
"T05","03",03-OCT-01,,,"",03-OCT-01,15,0,03-OCT-01,
"T08","04",03-OCT-01,10,45,"",04-OCT-01,12,30,04-OCT-01,26-NOV-01
"T02","01",26-SEP-01,10,10,"",08-OCT-01,11,14,08-OCT-01,27-NOV-01
"T08","04",26-SEP-01,10,50,"L-ITEME",27-SEP-01,12,25,27-SEP-01,14-NOV-01
"T04","02",26-SEP-01,11,35,"",27-SEP-01,8,30,27-SEP-01,
"T04","01",26-SEP-01,13,50,"",27-SEP-01,8,30,27-SEP-01,
"T04","03",26-SEP-01,11,40,"",27-SEP-01,8,30,27-SEP-01,
"T04","04",26-SEP-01,14,0,"",27-SEP-01,8,30,27-SEP-01,
"T04","05",26-SEP-01,15,45,"",27-SEP-01,8,30,27-SEP-01,
"T06","01",26-SEP-01,9,15,"L-AFRCR",02-OCT-01,16,30,02-OCT-01,12-OCT-01
"T07","01",26-SEP-01,8,24,"",31-OCT-01,10,56,31-OCT-01,06-DEC-01
"T07","02",26-SEP-01,8,15,"",31-OCT-01,10,58,31-OCT-01,06-DEC-01
"T08","02",26-SEP-01,9,20,"L-ITEME",27-SEP-01,12,25,27-SEP-01,14-NOV-01
"T08","01",26-SEP-01,9,10,"L-ITEME",27-SEP-01,12,25,27-SEP-01,14-NOV-01
"T08","03",26-SEP-01,12,50,"",,,,,
"T11","01",26-SEP-01,9,40,"",27-SEP-01,8,32,27-SEP-01,05-NOV-01
"T02","01",20-SEP-01,12,50,"",04-OCT-01,11,43,04-OCT-01,27-NOV-01
"T11","01",19-SEP-01,9,41,"",20-SEP-01,8,30,20-SEP-01,05-NOV-01
"T04","01",19-SEP-01,14,55,"",20-SEP-01,10,0,20-SEP-01,
"T04","02",19-SEP-01,13,45,"",20-SEP-01,10,0,20-SEP-01,
"T04","03",19-SEP-01,13,55,"",20-SEP-01,10,0,20-SEP-01,
"T05","01",19-SEP-01,,,"",19-SEP-01,14,0,19-SEP-01,
"T04","05",19-SEP-01,12,20,"",20-SEP-01,10,0,20-SEP-01,
"T04","04",19-SEP-01,15,0,"",20-SEP-01,10,0,20-SEP-01,
"T05","03",19-SEP-01,,,"",19-SEP-01,14,0,19-SEP-01,
"T05","02",19-SEP-01,,,"",19-SEP-01,14,0,19-SEP-01,
"T06","01",19-SEP-01,11,30,"L-AFRCR",19-SEP-01,15,10,19-SEP-01,12-OCT-01
"T07","01",19-SEP-01,8,39,"",31-OCT-01,10,38,31-OCT-01,06-DEC-01
"T07","02",19-SEP-01,8,48,"",31-OCT-01,10,40,31-OCT-01,06-DEC-01
"T08","02",19-SEP-01,9,40,"L-ITEME",20-SEP-01,12,10,20-SEP-01,14-NOV-01
"T08","01",19-SEP-01,9,25,"L-ITEME",20-SEP-01,12,10,20-SEP-01,14-NOV-01
"T08","03",19-SEP-01,12,40,"",,,,,
"T08","04",19-SEP-01,11,5,"L-ITEME",20-SEP-01,12,10,20-SEP-01,14-NOV-01
"T12","01",19-SEP-01,13,0,"",20-SEP-01,,,20-SEP-01,20-SEP-01
"T06","01",12-SEP-01,9,20,"L-AFRCR",12-SEP-01,15,15,12-SEP-01,12-OCT-01
"T11","01",12-SEP-01,9,27,"",13-SEP-01,8,50,13-SEP-01,18-SEP-01
"T12","01",12-SEP-01,15,30,"",13-SEP-01,,,13-SEP-01,13-SEP-01
"T08","04",12-SEP-01,9,55,"L-ITEME",13-SEP-01,12,15,13-SEP-01,26-OCT-01
"T04","01",12-SEP-01,13,50,"",13-SEP-01,11,0,13-SEP-01,
"T08","03",12-SEP-01,12,20,"",,,,,
"T04","03",12-SEP-01,15,30,"",13-SEP-01,11,0,13-SEP-01,
"T08","01",12-SEP-01,8,45,"L-ITEME",13-SEP-01,12,15,13-SEP-01,26-OCT-01
"T02","01",12-SEP-01,10,15,"",27-SEP-01,11,52,27-SEP-01,27-NOV-01
"T08","02",12-SEP-01,8,55,"L-ITEME",13-SEP-01,12,15,13-SEP-01,26-OCT-01
"T04","04",12-SEP-01,14,0,"",13-SEP-01,11,0,13-SEP-01,
"T07","02",12-SEP-01,8,20,"",30-OCT-01,12,43,30-OCT-01,06-DEC-01
"T04","02",12-SEP-01,15,40,"",13-SEP-01,11,0,13-SEP-01,
"T07","01",12-SEP-01,8,40,"",30-OCT-01,12,41,30-OCT-01,06-DEC-01
"T04","05",12-SEP-01,,,"",13-SEP-01,11,0,13-SEP-01,
"T12","01",06-SEP-01,13,30,"",07-SEP-01,,,07-SEP-01,07-SEP-01
"T11","01",05-SEP-01,11,47,"EA-LLAN",06-SEP-01,8,50,06-SEP-01,18-SEP-01
"T08","04",05-SEP-01,10,50,"L-ITEME",06-SEP-01,13,0,06-SEP-01,26-OCT-01
"T08","03",05-SEP-01,12,30,"",,,,,
"T08","01",05-SEP-01,9,0,"L-ITEME",06-SEP-01,13,0,06-SEP-01,26-OCT-01
"T08","02",05-SEP-01,9,10,"L-ITEME",06-SEP-01,13,0,06-SEP-01,26-OCT-01
"T07","02",05-SEP-01,8,47,"",30-OCT-01,12,19,30-OCT-01,06-DEC-01
"T07","01",05-SEP-01,8,35,"",30-OCT-01,12,17,30-OCT-01,06-DEC-01
"T05","01",05-SEP-01,,,"",05-SEP-01,16,0,05-SEP-01,
"T05","02",05-SEP-01,,,"",05-SEP-01,16,0,05-SEP-01,
"T05","03",05-SEP-01,,,"",05-SEP-01,16,0,05-SEP-01,
"T04","04",05-SEP-01,13,55,"",06-SEP-01,10,35,07-SEP-01,
"T04","05",05-SEP-01,,,"",06-SEP-01,10,35,07-SEP-01,
"T04","03",05-SEP-01,13,5,"",06-SEP-01,10,35,07-SEP-01,
"T04","02",05-SEP-01,12,50,"",06-SEP-01,10,35,07-SEP-01,
"T02","01",05-SEP-01,13,20,"",27-SEP-01,11,22,27-SEP-01,27-NOV-01
"T04","01",05-SEP-01,14,0,"",06-SEP-01,10,35,07-SEP-01,
"T06","01",05-SEP-01,11,0,"L-AFRCR",05-SEP-01,13,35,05-SEP-01,12-OCT-01
"T08","03",29-AUG-01,12,30,"",,,,,
"T08","02",29-AUG-01,9,20,"L-ITEME",30-AUG-01,10,25,30-AUG-01,24-OCT-01
"T07","02",29-AUG-01,8,32,"",22-OCT-01,13,9,22-OCT-01,12-DEC-01
"T07","01",29-AUG-01,8,53,"",22-OCT-01,13,7,22-OCT-01,12-DEC-01
"T06","01",29-AUG-01,9,0,"L-AFRCR",29-AUG-01,14,25,29-AUG-01,12-OCT-01
"T04","04",29-AUG-01,15,0,"",30-AUG-01,10,0,30-AUG-01,
"T04","05",29-AUG-01,,,"",30-AUG-01,10,0,30-AUG-01,
"T04","03",29-AUG-01,14,40,"",30-AUG-01,10,0,30-AUG-01,
"T04","02",29-AUG-01,14,30,"",30-AUG-01,10,0,30-AUG-01,
"T02","01",29-AUG-01,9,45,"",27-SEP-01,11,18,27-SEP-01,27-NOV-01
"T04","01",29-AUG-01,14,55,"",30-AUG-01,10,0,30-AUG-01,
"T11","01",29-AUG-01,10,54,"EA-LLAN",31-AUG-01,17,50,31-AUG-01,18-SEP-01
"T12","01",29-AUG-01,13,30,"",30-AUG-01,,,30-AUG-01,30-AUG-01
"T08","04",29-AUG-01,10,30,"L-ITEME",30-AUG-01,10,25,30-AUG-01,24-OCT-01
"T08","01",29-AUG-01,9,5,"L-ITEME",30-AUG-01,10,25,30-AUG-01,24-OCT-01
"T07","01",22-AUG-01,8,28,"",22-OCT-01,12,49,22-OCT-01,12-DEC-01
"T08","03",22-AUG-01,12,40,"",,,,,
"T04","05",22-AUG-01,,,"",23-AUG-01,8,30,23-AUG-01,
"T04","03",22-AUG-01,12,0,"",23-AUG-01,8,30,23-AUG-01,
"T07","02",22-AUG-01,10,2,"",22-OCT-01,12,51,22-OCT-01,12-DEC-01
"T04","02",22-AUG-01,12,10,"",23-AUG-01,8,30,23-AUG-01,
"T06","01",22-AUG-01,9,40,"L-AFRCR",22-AUG-01,14,30,22-AUG-01,12-OCT-01
"T02","01",22-AUG-01,13,45,"",31-AUG-01,14,6,31-AUG-01,23-NOV-01
"T05","01",22-AUG-01,,,"",22-AUG-01,15,15,22-AUG-01,
"T04","01",22-AUG-01,11,0,"",23-AUG-01,8,30,23-AUG-01,
"T05","02",22-AUG-01,,,"",22-AUG-01,15,15,22-AUG-01,
"T11","01",22-AUG-01,9,52,"EA-LLAN",23-AUG-01,9,30,23-AUG-01,18-SEP-01
"T05","03",22-AUG-01,,,"",22-AUG-01,15,15,22-AUG-01,
"T12","01",22-AUG-01,13,30,"",23-AUG-01,,,23-AUG-01,23-AUG-01
"T08","01",22-AUG-01,9,10,"L-ITEME",23-AUG-01,10,40,23-AUG-01,24-OCT-01
"T08","04",22-AUG-01,10,10,"L-ITEME",23-AUG-01,10,40,23-AUG-01,24-OCT-01
"T08","02",22-AUG-01,9,20,"L-ITEME",23-AUG-01,10,40,23-AUG-01,24-OCT-01
"T04","04",22-AUG-01,11,10,"",23-AUG-01,8,30,23-AUG-01,
"T08","04",15-AUG-01,9,55,"L-ITEME",16-AUG-01,10,10,16-AUG-01,08-OCT-01
"T11","01",15-AUG-01,10,17,"EA-LLAN",16-AUG-01,10,15,16-AUG-01,18-SEP-01
"T04","01",15-AUG-01,11,15,"",17-AUG-01,8,0,17-AUG-01,
"T02","01",15-AUG-01,17,55,"",31-AUG-01,14,0,31-AUG-01,23-NOV-01
"T04","02",15-AUG-01,13,40,"",17-AUG-01,8,0,17-AUG-01,
"T04","03",15-AUG-01,13,30,"",17-AUG-01,8,0,17-AUG-01,
"T04","04",15-AUG-01,11,10,"",17-AUG-01,8,0,17-AUG-01,
"T04","05",15-AUG-01,14,35,"",17-AUG-01,8,0,17-AUG-01,
"T06","01",15-AUG-01,10,45,"L-AFRCR",15-AUG-01,15,10,15-AUG-01,12-OCT-01
"T07","01",15-AUG-01,8,19,"",22-OCT-01,12,43,22-OCT-01,12-DEC-01
"T08","01",15-AUG-01,8,35,"",,,,,
"T07","02",15-AUG-01,8,8,"",22-OCT-01,12,45,22-OCT-01,12-DEC-01
"T08","02",15-AUG-01,8,50,"L-ITEME",16-AUG-01,10,10,16-AUG-01,08-OCT-01
"T08","03",15-AUG-01,13,10,"L-ITEME",16-AUG-01,10,10,16-AUG-01,08-OCT-01
"T12","01",10-AUG-01,13,30,"",11-AUG-01,,,11-AUG-01,11-AUG-01
"T04","05",08-AUG-01,13,0,"",09-AUG-01,9,0,09-AUG-01,
"T07","02",08-AUG-01,12,49,"",22-OCT-01,12,27,22-OCT-01,12-DEC-01
"T04","02",08-AUG-01,13,45,"",09-AUG-01,9,0,09-AUG-01,
"T08","01",08-AUG-01,8,40,"",,,,,
"T11","01",08-AUG-01,9,53,"EA-LLAN",09-AUG-01,13,35,09-AUG-01,18-SEP-01
"T07","01",08-AUG-01,10,5,"",22-OCT-01,12,25,22-OCT-01,12-DEC-01
"T02","01",08-AUG-01,11,55,"",31-AUG-01,13,34,31-AUG-01,23-NOV-01
"T06","01",08-AUG-01,11,10,"L-AFRCR",08-AUG-01,14,15,08-AUG-01,28-AUG-01
"T08","04",08-AUG-01,10,20,"L-ITEME",09-AUG-01,10,15,09-AUG-01,08-OCT-01
"T05","01",08-AUG-01,,,"",09-AUG-01,15,0,09-AUG-01,
"T05","02",08-AUG-01,,,"",09-AUG-01,15,0,09-AUG-01,
"T05","03",08-AUG-01,,,"",09-AUG-01,15,0,09-AUG-01,
"T04","01",08-AUG-01,11,20,"",09-AUG-01,9,0,09-AUG-01,
"T04","04",08-AUG-01,11,15,"",09-AUG-01,9,0,09-AUG-01,
"T08","03",08-AUG-01,12,30,"",,,,,
"T04","03",08-AUG-01,13,50,"",09-AUG-01,9,0,09-AUG-01,
"T08","02",08-AUG-01,8,50,"L-ITEME",09-AUG-01,10,15,09-AUG-01,08-OCT-01
"T08","03",01-AUG-01,12,30,"",,,,,
"T08","02",01-AUG-01,9,0,"L-ITEME",01-AUG-01,12,30,01-AUG-01,02-OCT-01
"T07","02",01-AUG-01,8,16,"",03-SEP-01,13,18,03-SEP-01,23-NOV-01
"T08","01",01-AUG-01,8,45,"",,,,,
"T07","01",01-AUG-01,8,26,"",03-SEP-01,13,16,03-SEP-01,23-NOV-01
"T06","01",01-AUG-01,10,0,"L-AFRCR",01-AUG-01,16,45,01-AUG-01,28-AUG-01
"T04","04",01-AUG-01,10,50,"",02-AUG-01,10,30,02-AUG-01,
"T04","03",01-AUG-01,12,40,"",02-AUG-01,10,30,02-AUG-01,
"T04","02",01-AUG-01,12,50,"",02-AUG-01,10,30,02-AUG-01,
"T02","01",01-AUG-01,9,45,"",31-AUG-01,13,28,31-AUG-01,23-NOV-01
"T04","01",01-AUG-01,10,45,"",02-AUG-01,10,30,02-AUG-01,
"T11","01",01-AUG-01,10,54,"EA-LLAN",02-AUG-01,9,45,02-AUG-01,07-AUG-01
"T12","01",01-AUG-01,13,0,"",02-AUG-01,,,02-AUG-01,02-AUG-01
"T08","04",01-AUG-01,9,55,"L-ITEME",01-AUG-01,12,30,01-AUG-01,02-OCT-01
"T04","05",01-AUG-01,,,"",02-AUG-01,10,30,02-AUG-01,
"T12","01",26-JUL-01,13,30,"",27-JUL-01,,,27-JUL-01,27-JUL-01
"T11","01",25-JUL-01,9,41,"EA-LLAN",26-JUL-01,10,15,26-JUL-01,07-AUG-01
"T08","03",25-JUL-01,12,15,"",,,,,
"T08","04",25-JUL-01,10,15,"L-ITEME",25-JUL-01,15,0,25-JUL-01,02-OCT-01
"T08","02",25-JUL-01,8,45,"L-ITEME",25-JUL-01,15,0,25-JUL-01,02-OCT-01
"T07","02",25-JUL-01,9,55,"",03-SEP-01,12,58,03-SEP-01,23-NOV-01
"T08","01",25-JUL-01,8,30,"",,,,,
"T07","01",25-JUL-01,8,34,"",03-SEP-01,12,56,03-SEP-01,23-NOV-01
"T06","01",25-JUL-01,11,35,"L-AFRCR",25-JUL-01,14,45,25-JUL-01,28-AUG-01
"T05","01",25-JUL-01,,,"",25-JUL-01,13,45,25-JUL-01,
"T05","02",25-JUL-01,,,"",25-JUL-01,13,45,25-JUL-01,
"T05","03",25-JUL-01,,,"",25-JUL-01,13,45,25-JUL-01,
"T04","05",25-JUL-01,,,"",27-JUL-01,10,30,27-JUL-01,
"T04","03",25-JUL-01,13,55,"",27-JUL-01,10,30,27-JUL-01,
"T04","04",25-JUL-01,12,50,"",27-JUL-01,10,30,27-JUL-01,
"T04","02",25-JUL-01,12,5,"",27-JUL-01,10,30,27-JUL-01,
"T02","01",25-JUL-01,11,30,"",31-AUG-01,13,2,31-AUG-01,23-NOV-01
"T04","01",25-JUL-01,13,0,"",27-JUL-01,10,30,27-JUL-01,
"T12","01",19-JUL-01,14,30,"",20-JUL-01,,,20-JUL-01,20-JUL-01
"T11","01",18-JUL-01,9,15,"EA-LLAN",19-JUL-01,13,0,19-JUL-01,07-AUG-01
"T07","02",18-JUL-01,8,24,"",03-SEP-01,12,50,03-SEP-01,23-NOV-01
"T04","05",18-JUL-01,,,"",20-JUL-01,10,30,20-JUL-01,
"T08","01",18-JUL-01,8,35,"L-ITEME",19-JUL-01,13,45,19-JUL-01,24-SEP-01
"T04","03",18-JUL-01,18,50,"",20-JUL-01,10,30,20-JUL-01,
"T08","04",18-JUL-01,10,15,"L-ITEME",19-JUL-01,13,45,19-JUL-01,24-SEP-01
"T04","04",18-JUL-01,19,50,"",20-JUL-01,10,30,20-JUL-01,
"T07","01",18-JUL-01,8,36,"",03-SEP-01,12,48,03-SEP-01,23-NOV-01
"T04","02",18-JUL-01,18,45,"",20-JUL-01,10,30,20-JUL-01,
"T08","02",18-JUL-01,8,45,"L-ITEME",19-JUL-01,13,45,19-JUL-01,24-SEP-01
"T08","03",18-JUL-01,12,30,"",,,,,
"T02","01",18-JUL-01,9,45,"",31-AUG-01,12,56,31-AUG-01,23-NOV-01
"T06","01",18-JUL-01,11,0,"L-AFRCR",24-JUL-01,14,0,24-JUL-01,28-AUG-01
"T04","01",18-JUL-01,19,40,"",20-JUL-01,10,30,20-JUL-01,
"T12","01",12-JUL-01,13,30,"",13-JUL-01,,,13-JUL-01,13-JUL-01
"T04","01",11-JUL-01,14,10,"",12-JUL-01,10,20,12-JUL-01,
"T02","01",11-JUL-01,11,20,"",31-AUG-01,12,28,31-AUG-01,23-NOV-01
"T04","02",11-JUL-01,13,35,"",12-JUL-01,10,20,12-JUL-01,
"T04","04",11-JUL-01,14,5,"",12-JUL-01,10,20,12-JUL-01,
"T04","03",11-JUL-01,13,30,"",12-JUL-01,10,20,12-JUL-01,
"T04","05",11-JUL-01,11,20,"",12-JUL-01,10,20,12-JUL-01,
"T05","03",11-JUL-01,,,"",11-JUL-01,12,0,11-JUL-01,
"T05","02",11-JUL-01,,,"",11-JUL-01,12,0,11-JUL-01,
"T05","01",11-JUL-01,,,"",11-JUL-01,12,0,11-JUL-01,
"T06","01",11-JUL-01,10,50,"L-AFRCR",11-JUL-01,14,30,11-JUL-01,27-JUL-01
"T07","01",11-JUL-01,8,35,"",03-SEP-01,12,30,03-SEP-01,23-NOV-01
"T08","01",11-JUL-01,16,15,"L-ITEME",12-JUL-01,10,0,12-JUL-01,24-SEP-01
"T07","02",11-JUL-01,8,50,"",03-SEP-01,12,32,03-SEP-01,23-NOV-01
"T08","02",11-JUL-01,16,10,"L-ITEME",12-JUL-01,10,0,12-JUL-01,24-SEP-01
"T08","03",11-JUL-01,15,35,"L-ITEME",12-JUL-01,10,0,12-JUL-01,24-SEP-01
"T08","04",11-JUL-01,9,25,"L-ITEME",12-JUL-01,10,0,12-JUL-01,24-SEP-01
"T11","01",11-JUL-01,9,50,"EA-LLAN",12-JUL-01,10,30,12-JUL-01,07-AUG-01
