"SITECODE","SDATE","FIELDNAME","VALUE"
"T07",22-APR-96,"IRON",0.373
"T07",22-APR-96,"MAGNESIUM",2.39
"T07",22-APR-96,"NH4N",0.788
"T07",22-APR-96,"NO3N",0.679
"T07",22-APR-96,"PH",4.21
"T07",22-APR-96,"PO4P",0.108
"T07",22-APR-96,"POTASSIUM",3.94
"T07",22-APR-96,"Q1",511
"T07",22-APR-96,"SO4S",1.73
"T07",22-APR-96,"SODIUM",4.03
"T02",22-APR-96,"ALUMINIUM",0.416
"T02",22-APR-96,"CALCIUM",4.88
"T02",22-APR-96,"CHLORIDE",10.07
"T02",22-APR-96,"CONDY",85
"T02",22-APR-96,"DOC",6.12
"T02",22-APR-96,"IRON",0.373
"T02",22-APR-96,"MAGNESIUM",2.39
"T02",22-APR-96,"NO3N",0.755
"T02",22-APR-96,"PH",4.21
"T02",22-APR-96,"POTASSIUM",3.94
"T02",22-APR-96,"Q1",511
"T02",22-APR-96,"Q2",999
"T02",22-APR-96,"SO4S",1.74
"T07",22-APR-96,"CALCIUM",4.88
"T03",24-APR-96,"PO4P",0.124
"T03",24-APR-96,"PHAQCU",3.96
"T03",24-APR-96,"SO4S",1.96
"T03",24-APR-96,"SODIUM",3.42
"T03",24-APR-96,"CALCIUM",4.56
"T03",24-APR-96,"CHLORIDE",12.77
"T03",24-APR-96,"IRON",0.522
"T03",24-APR-96,"MAGNESIUM",2.08
"T03",24-APR-96,"NH4N",0.748
"T03",24-APR-96,"NO3N",0.752
"T04",24-APR-96,"ALUMINIUM",0.38
"T04",24-APR-96,"CALCIUM",4.54
"T04",24-APR-96,"CHLORIDE",10.5
"T04",24-APR-96,"IRON",0.42
"T04",24-APR-96,"MAGNESIUM",2.25
"T04",24-APR-96,"NH4N",0.74
"T04",24-APR-96,"PO4P",0.104
"T04",24-APR-96,"POTASSIUM",3.71
"T04",24-APR-96,"SO4S",1.66
"T04",24-APR-96,"SODIUM",3.69
"T04",24-APR-96,"TOTALP",0.105
"T01",24-APR-96,"ALUMINIUM",0.25
"T01",24-APR-96,"CALCIUM",4.75
"T01",24-APR-96,"CHLORIDE",10.6
"T01",24-APR-96,"CONDY",94
"T01",24-APR-96,"DOC",6.8
"T01",24-APR-96,"IRON",0.217
"T01",24-APR-96,"MAGNESIUM",2.31
"T01",24-APR-96,"NH4N",0.766
"T01",24-APR-96,"NO3N",0.7
"T01",24-APR-96,"PH",4
"T01",24-APR-96,"PO4P",0.123
"T01",24-APR-96,"POTASSIUM",3.78
"T01",24-APR-96,"SO4S",1.9
"T01",24-APR-96,"SODIUM",3.83
"T01",24-APR-96,"TOTALN",0.59
"T03",24-APR-96,"ALKY",89.4
"T03",24-APR-96,"ALUMINIUM",0.228
"T03",24-APR-96,"PH",3.92
"T03",24-APR-96,"PHAQCS",3.88
"T03",24-APR-96,"POTASSIUM",3.77
"T08",02-MAY-96,"CONDY",99.3
"T08",02-MAY-96,"CHLORIDE",10.2
"T08",02-MAY-96,"IRON",0.3
"T08",02-MAY-96,"MAGNESIUM",2.3
"T08",02-MAY-96,"NH4N",0.77
"T08",02-MAY-96,"NO3N",0.72
"T08",02-MAY-96,"PH",3.79
"T08",02-MAY-96,"PHAQCS",3.41
"T08",02-MAY-96,"PHAQCU",3.45
"T08",02-MAY-96,"PO4P",0.101
"T08",02-MAY-96,"POTASSIUM",3.9
"T08",02-MAY-96,"SO4S",1.74
"T08",02-MAY-96,"SODIUM",3.96
"T08",02-MAY-96,"TOTALN",0.79
"T08",02-MAY-96,"TOTALP",0.104
"T08",02-MAY-96,"ALUMINIUM",0.38
"T08",02-MAY-96,"CALCIUM",4.81
"T08",02-MAY-96,"DOC",6
"T04",08-MAY-96,"ALUMINIUM",0.46
"T03",08-MAY-96,"SODIUM",3.21
"T04",08-MAY-96,"CHLORIDE",10.5
"T04",08-MAY-96,"DOC",6.6
"T04",08-MAY-96,"IRON",0.31
"T04",08-MAY-96,"MAGNESIUM",2.28
"T04",08-MAY-96,"NH4N",0.79
"T04",08-MAY-96,"NO3N",0.718
"T04",08-MAY-96,"POTASSIUM",3.94
"T04",08-MAY-96,"SO4S",1.67
"T04",08-MAY-96,"SODIUM",3.81
"T04",08-MAY-96,"TOTALN",0.79
"T04",08-MAY-96,"TOTALP",0.101
"T01",08-MAY-96,"ALUMINIUM",0.264
"T01",08-MAY-96,"CALCIUM",4.76
"T01",08-MAY-96,"CHLORIDE",10.5
"T01",08-MAY-96,"CONDY",96
"T01",08-MAY-96,"DOC",5.4
"T01",08-MAY-96,"IRON",0.274
"T01",08-MAY-96,"MAGNESIUM",2.31
"T01",08-MAY-96,"NH4N",0.773
"T01",08-MAY-96,"NO3N",0.7
"T01",08-MAY-96,"PH",4.1
"T01",08-MAY-96,"PO4P",0.118
"T01",08-MAY-96,"POTASSIUM",3.68
"T01",08-MAY-96,"SO4S",1.9
"T01",08-MAY-96,"SODIUM",3.93
"T01",08-MAY-96,"TOTALN",0.67
"T03",08-MAY-96,"ALKY",83
"T03",08-MAY-96,"ALUMINIUM",0.238
"T03",08-MAY-96,"CALCIUM",4.41
"T03",08-MAY-96,"CHLORIDE",12.74
"T03",08-MAY-96,"IRON",0.522
"T03",08-MAY-96,"MAGNESIUM",2.04
"T03",08-MAY-96,"PH",3.96
"T03",08-MAY-96,"PHAQCS",3.9
"T03",08-MAY-96,"PHAQCU",4.01
"T03",08-MAY-96,"PO4P",0.127
"T03",08-MAY-96,"POTASSIUM",3.69
"T03",08-MAY-96,"SO4S",1.94
"T04",08-MAY-96,"CALCIUM",4.7
"T08",16-MAY-96,"ALUMINIUM",0.39
"T08",16-MAY-96,"TOTALP",0.108
"T08",16-MAY-96,"CHLORIDE",10.6
"T08",16-MAY-96,"CONDY",109
"T08",16-MAY-96,"DOC",6.3
"T08",16-MAY-96,"IRON",0.35
"T08",16-MAY-96,"MAGNESIUM",2.34
"T08",16-MAY-96,"NH4N",0.82
"T08",16-MAY-96,"NO3N",0.754
"T08",16-MAY-96,"PH",4.14
"T08",16-MAY-96,"PHAQCS",3.88
"T08",16-MAY-96,"PHAQCU",3.9
"T08",16-MAY-96,"PO4P",0.109
"T08",16-MAY-96,"POTASSIUM",4.12
"T08",16-MAY-96,"SO4S",1.83
"T08",16-MAY-96,"SODIUM",4.02
"T08",16-MAY-96,"TOTALN",0.86
"T08",16-MAY-96,"CALCIUM",4.9
"T05",17-MAY-96,"CALCIUM",4.595
"T05",17-MAY-96,"MAGNESIUM",2.415
"T05",17-MAY-96,"SODIUM",3.887
"T05",17-MAY-96,"POTASSIUM",3.74
"T05",17-MAY-96,"SO4S",1.749
"T05",17-MAY-96,"PO4P",0.159
"T07",20-MAY-96,"POTASSIUM",3.94
"T02",20-MAY-96,"NH4N",0.768
"T07",20-MAY-96,"SO4S",1.78
"T07",20-MAY-96,"SODIUM",4.03
"T07",20-MAY-96,"ALUMINIUM",0.416
"T07",20-MAY-96,"CALCIUM",4.88
"T07",20-MAY-96,"CHLORIDE",10.32
"T07",20-MAY-96,"CONDY",80
"T07",20-MAY-96,"DOC",6.02
"T07",20-MAY-96,"IRON",0.373
"T07",20-MAY-96,"MAGNESIUM",2.39
"T07",20-MAY-96,"NH4N",0.772
"T07",20-MAY-96,"NO3N",0.807
"T07",20-MAY-96,"PH",4.18
"T07",20-MAY-96,"PO4P",0.142
"T02",20-MAY-96,"NO3N",0.782
"T02",20-MAY-96,"PH",4.2
"T02",20-MAY-96,"PO4P",0.13
"T02",20-MAY-96,"POTASSIUM",3.835
"T02",20-MAY-96,"Q1",511
"T02",20-MAY-96,"SO4S",1.74
"T02",20-MAY-96,"SODIUM",4.049
"T02",20-MAY-96,"ALUMINIUM",0.414
"T02",20-MAY-96,"CALCIUM",4.892
"T02",20-MAY-96,"CHLORIDE",10.01
"T02",20-MAY-96,"CONDY",85
"T02",20-MAY-96,"DOC",6.35
"T02",20-MAY-96,"IRON",0.363
"T02",20-MAY-96,"MAGNESIUM",2.37
"T07",20-MAY-96,"Q1",511
"T03",22-MAY-96,"PH",3.9
"T03",22-MAY-96,"PHAQCS",3.89
"T03",22-MAY-96,"PHAQCU",4.01
"T03",22-MAY-96,"PO4P",0.123
"T03",22-MAY-96,"POTASSIUM",3.81
"T03",22-MAY-96,"SO4S",1.97
"T03",22-MAY-96,"SODIUM",3.18
"T04",22-MAY-96,"ALUMINIUM",0.45
"T04",22-MAY-96,"CALCIUM",5.58
"T04",22-MAY-96,"CHLORIDE",10.9
"T04",22-MAY-96,"COLOUR",0
"T04",22-MAY-96,"DOC",12
"T04",22-MAY-96,"IRON",0.38
"T04",22-MAY-96,"MAGNESIUM",2.72
"T04",22-MAY-96,"NH4N",0.73
"T04",22-MAY-96,"NO3N",0.761
"T04",22-MAY-96,"PO4P",0.113
"T04",22-MAY-96,"POTASSIUM",4.44
"T04",22-MAY-96,"SO4S",1.77
"T04",22-MAY-96,"SODIUM",4.59
"T04",22-MAY-96,"TOTALN",0.77
"T04",22-MAY-96,"TOTALP",0.103
"T01",22-MAY-96,"ALUMINIUM",0.32
"T01",22-MAY-96,"CALCIUM",4.36
"T01",22-MAY-96,"CHLORIDE",9.9
"T01",22-MAY-96,"CONDY",94
"T01",22-MAY-96,"DOC",6.6
"T01",22-MAY-96,"IRON",0.146
"T01",22-MAY-96,"MAGNESIUM",2.07
"T01",22-MAY-96,"NH4N",0.689
"T01",22-MAY-96,"NO3N",1.11
"T01",22-MAY-96,"PH",3.9
"T01",22-MAY-96,"PO4P",0.121
"T01",22-MAY-96,"POTASSIUM",3.46
"T01",22-MAY-96,"SO4S",1.7
"T01",22-MAY-96,"SODIUM",3.44
"T01",22-MAY-96,"TOTALN",1.23
"T03",22-MAY-96,"ALKY",85.4
"T03",22-MAY-96,"ALUMINIUM",0.211
"T03",22-MAY-96,"CALCIUM",4.56
"T03",22-MAY-96,"CHLORIDE",12.92
"T03",22-MAY-96,"IRON",0.511
"T03",22-MAY-96,"MAGNESIUM",2.04
"T08",30-MAY-96,"SO4S",1.69
"T08",30-MAY-96,"POTASSIUM",3.86
"T08",30-MAY-96,"TOTALN",0.81
"T08",30-MAY-96,"TOTALP",0.105
"T08",30-MAY-96,"ALUMINIUM",0.36
"T08",30-MAY-96,"CALCIUM",4.78
"T08",30-MAY-96,"CHLORIDE",9.8
"T08",30-MAY-96,"CONDY",89.3
"T08",30-MAY-96,"DOC",6.3
"T08",30-MAY-96,"IRON",0.28
"T08",30-MAY-96,"MAGNESIUM",2.25
"T08",30-MAY-96,"NH4N",0.77
"T08",30-MAY-96,"NO3N",0.731
"T08",30-MAY-96,"PH",4.37
"T08",30-MAY-96,"PHAQCS",4.01
"T08",30-MAY-96,"PHAQCU",4.09
"T08",30-MAY-96,"PO4P",0.099
"T08",30-MAY-96,"SODIUM",3.89
"T09",05-JUN-96,"ALUMINIUM",0.384
"T04",05-JUN-96,"IRON",0.61
"T09",05-JUN-96,"CHLORIDE",11.6
"T09",05-JUN-96,"CONDY",78
"T09",05-JUN-96,"IRON",0.361
"T09",05-JUN-96,"MAGNESIUM",2.12
"T09",05-JUN-96,"NH4N",0.8
"T09",05-JUN-96,"NO3N",0.8
"T09",05-JUN-96,"PH",4.04
"T09",05-JUN-96,"PHAQCS",4.02
"T09",05-JUN-96,"PHAQCU",4.04
"T09",05-JUN-96,"PO4P",0.1
"T09",05-JUN-96,"POTASSIUM",3.6
"T09",05-JUN-96,"SO4S",2.1
"T09",05-JUN-96,"SODIUM",4
"T03",05-JUN-96,"ALKY",87.4
"T03",05-JUN-96,"ALUMINIUM",0.25
"T03",05-JUN-96,"CALCIUM",4.8
"T03",05-JUN-96,"CHLORIDE",12.74
"T03",05-JUN-96,"IRON",0.53
"T03",05-JUN-96,"MAGNESIUM",2.03
"T03",05-JUN-96,"PH",3.97
"T03",05-JUN-96,"PHAQCS",3.93
"T03",05-JUN-96,"PHAQCU",4
"T03",05-JUN-96,"PO4P",0.124
"T03",05-JUN-96,"POTASSIUM",3.86
"T03",05-JUN-96,"SO4S",1.96
"T03",05-JUN-96,"SODIUM",3.19
"T04",05-JUN-96,"MAGNESIUM",2.61
"T04",05-JUN-96,"NH4N",0.73
"T04",05-JUN-96,"NO3N",0.762
"T04",05-JUN-96,"PO4P",0.091
"T04",05-JUN-96,"POTASSIUM",4.56
"T04",05-JUN-96,"SO4S",1.73
"T04",05-JUN-96,"SODIUM",4.54
"T04",05-JUN-96,"TOTALN",0.84
"T04",05-JUN-96,"TOTALP",0.114
"T04",05-JUN-96,"ALUMINIUM",0.44
"T04",05-JUN-96,"CALCIUM",5.58
"T04",05-JUN-96,"CHLORIDE",10.1
"T04",05-JUN-96,"COLOUR",0
"T04",05-JUN-96,"DOC",7.4
"T09",05-JUN-96,"CALCIUM",4.5
"T05",13-JUN-96,"SO4S",1.78
"T05",13-JUN-96,"SODIUM",3.798
"T08",13-JUN-96,"ALUMINIUM",0.38
"T08",13-JUN-96,"CALCIUM",4.72
"T08",13-JUN-96,"CHLORIDE",11.2
"T08",13-JUN-96,"CONDY",103
"T08",13-JUN-96,"DOC",6
"T08",13-JUN-96,"IRON",0.29
"T08",13-JUN-96,"MAGNESIUM",2.26
"T08",13-JUN-96,"NH4N",0.72
"T08",13-JUN-96,"NO3N",0.775
"T08",13-JUN-96,"PH",3.91
"T08",13-JUN-96,"PHAQCS",3.63
"T08",13-JUN-96,"PHAQCU",3.82
"T08",13-JUN-96,"PO4P",0.092
"T08",13-JUN-96,"POTASSIUM",3.98
"T08",13-JUN-96,"SO4S",1.78
"T08",13-JUN-96,"SODIUM",4.24
"T08",13-JUN-96,"TOTALN",0.77
"T08",13-JUN-96,"TOTALP",0.105
"T05",13-JUN-96,"CALCIUM",4.605
"T05",13-JUN-96,"MAGNESIUM",2.388
"T05",13-JUN-96,"NO3N",0.808
"T05",13-JUN-96,"PO4P",0.168
"T05",13-JUN-96,"POTASSIUM",3.685
"T07",17-JUN-96,"CALCIUM",4.95
"T07",17-JUN-96,"ALUMINIUM",0.403
"T07",17-JUN-96,"CONDY",80
"T07",17-JUN-96,"DOC",6.34
"T07",17-JUN-96,"IRON",0.381
"T07",17-JUN-96,"MAGNESIUM",2.43
"T07",17-JUN-96,"NH4N",0.769
"T07",17-JUN-96,"NO3N",0.79
"T07",17-JUN-96,"PH",4.18
"T07",17-JUN-96,"PO4P",0.116
"T07",17-JUN-96,"POTASSIUM",3.97
"T07",17-JUN-96,"Q1",511
"T07",17-JUN-96,"SO4S",1.75
"T07",17-JUN-96,"SODIUM",3.97
"T02",17-JUN-96,"ALUMINIUM",0.338
"T02",17-JUN-96,"ALUMINIUM",0.403
"T02",17-JUN-96,"CALCIUM",4.468
"T02",17-JUN-96,"CALCIUM",4.95
"T02",17-JUN-96,"CHLORIDE",9.87
"T02",17-JUN-96,"CHLORIDE",11.55
"T02",17-JUN-96,"CONDY",81
"T02",17-JUN-96,"CONDY",88
"T02",17-JUN-96,"DOC",6.12
"T02",17-JUN-96,"DOC",6.29
"T02",17-JUN-96,"IRON",0.358
"T02",17-JUN-96,"IRON",0.381
"T02",17-JUN-96,"MAGNESIUM",2.244
"T02",17-JUN-96,"MAGNESIUM",2.43
"T02",17-JUN-96,"NH4N",0.766
"T02",17-JUN-96,"NH4N",0.769
"T02",17-JUN-96,"NO3N",0.79
"T02",17-JUN-96,"NO3N",0.795
"T02",17-JUN-96,"PH",4.2
"T02",17-JUN-96,"PH",4.23
"T02",17-JUN-96,"PO4P",0.114
"T02",17-JUN-96,"PO4P",0.116
"T02",17-JUN-96,"POTASSIUM",3.698
"T02",17-JUN-96,"POTASSIUM",3.97
"T02",17-JUN-96,"Q1",511
"T02",17-JUN-96,"Q2",511
"T02",17-JUN-96,"SO4S",1.75
"T02",17-JUN-96,"SO4S",1.77
"T02",17-JUN-96,"SODIUM",3.834
"T02",17-JUN-96,"SODIUM",3.97
"T07",17-JUN-96,"CHLORIDE",9.87
"T03",19-JUN-96,"ALKY",87.6
"T03",19-JUN-96,"ALUMINIUM",0.284
"T03",19-JUN-96,"CALCIUM",4.53
"T03",19-JUN-96,"CHLORIDE",12.32
"T03",19-JUN-96,"IRON",0.58
"T03",19-JUN-96,"MAGNESIUM",2.05
"T03",19-JUN-96,"PH",4
"T03",19-JUN-96,"PHAQCS",3.97
"T03",19-JUN-96,"PHAQCU",4.03
"T03",19-JUN-96,"PO4P",0.124
"T03",19-JUN-96,"POTASSIUM",3.84
"T03",19-JUN-96,"SO4S",1.92
"T03",19-JUN-96,"SODIUM",3.36
"T04",19-JUN-96,"ALUMINIUM",0.35
"T04",19-JUN-96,"CALCIUM",4.5
"T04",19-JUN-96,"DOC",6
"T04",19-JUN-96,"IRON",0.31
"T04",19-JUN-96,"MAGNESIUM",2.28
"T04",19-JUN-96,"NH4N",0.71
"T04",19-JUN-96,"NO3N",0.727
"T04",19-JUN-96,"PO4P",0.107
"T04",19-JUN-96,"POTASSIUM",3.64
"T04",19-JUN-96,"SO4S",1.65
"T04",19-JUN-96,"SODIUM",3.71
"T04",19-JUN-96,"TOTALN",0.66
"T04",19-JUN-96,"TOTALP",0.1
"T04",19-JUN-96,"CHLORIDE",10.4
"T09",19-JUN-96,"SO4S",2.8
"T09",19-JUN-96,"SODIUM",4
"T09",19-JUN-96,"ALUMINIUM",0.364
"T09",19-JUN-96,"CALCIUM",4.4
"T09",19-JUN-96,"CHLORIDE",11.3
"T09",19-JUN-96,"CONDY",235
"T09",19-JUN-96,"IRON",0.366
"T09",19-JUN-96,"MAGNESIUM",2.1
"T09",19-JUN-96,"NH4N",0.7
"T09",19-JUN-96,"NO3N",0.85
"T09",19-JUN-96,"PH",3.42
"T09",19-JUN-96,"PHAQCS",3.96
"T09",19-JUN-96,"PHAQCU",3.99
"T09",19-JUN-96,"PO4P",0.2
"T09",19-JUN-96,"POTASSIUM",3.5
"T08",26-JUN-96,"IRON",0.32
"T08",26-JUN-96,"TOTALN",0.76
"T08",26-JUN-96,"SODIUM",3.98
"T08",26-JUN-96,"SO4S",1.82
"T08",26-JUN-96,"POTASSIUM",4.01
"T08",26-JUN-96,"PO4P",0.102
"T08",26-JUN-96,"PHAQCU",3.99
"T08",26-JUN-96,"ALUMINIUM",0.38
"T08",26-JUN-96,"CALCIUM",4.73
"T08",26-JUN-96,"CHLORIDE",11.1
"T08",26-JUN-96,"CONDY",104.1
"T08",26-JUN-96,"DOC",5.9
"T08",26-JUN-96,"TOTALP",0.111
"T08",26-JUN-96,"MAGNESIUM",2.24
"T08",26-JUN-96,"NH4N",0.73
"T08",26-JUN-96,"NO3N",0.789
"T08",26-JUN-96,"PH",3.89
"T08",26-JUN-96,"PHAQCS",3.81
"T05",27-JUN-96,"SODIUM",3.001
"T05",27-JUN-96,"SO4S",1.78
"T05",27-JUN-96,"POTASSIUM",2.765
"T05",27-JUN-96,"PO4P",0.18
"T05",27-JUN-96,"NO3N",0.863
"T05",27-JUN-96,"MAGNESIUM",1.685
"T05",27-JUN-96,"CALCIUM",3.23
"T03",03-JUL-96,"ALUMINIUM",0.225
"T03",03-JUL-96,"SODIUM",3.572
"T03",03-JUL-96,"CHLORIDE",13.05
"T03",03-JUL-96,"CONDY",89.5
"T03",03-JUL-96,"IRON",0.514
"T03",03-JUL-96,"MAGNESIUM",2.16
"T03",03-JUL-96,"NH4N",0.741
"T03",03-JUL-96,"NO3N",0.752
"T03",03-JUL-96,"PH",3.94
"T03",03-JUL-96,"PHAQCS",3.92
"T03",03-JUL-96,"PHAQCU",3.96
"T03",03-JUL-96,"PO4P",0.119
"T03",03-JUL-96,"POTASSIUM",3.82
"T03",03-JUL-96,"SO4S",1.71
"T03",03-JUL-96,"CALCIUM",4.61
"T08",11-JUL-96,"PHAQCS",3.68
"T08",11-JUL-96,"PHAQCU",4.01
"T08",11-JUL-96,"PO4P",0.093
"T08",11-JUL-96,"POTASSIUM",3.89
"T08",11-JUL-96,"SO4S",1.76
"T08",11-JUL-96,"SODIUM",3.96
"T08",11-JUL-96,"TOTALN",0.84
"T08",11-JUL-96,"TOTALP",0.106
"T08",11-JUL-96,"ALUMINIUM",0.37
"T08",11-JUL-96,"CALCIUM",4.78
"T08",11-JUL-96,"CHLORIDE",10.6
"T08",11-JUL-96,"CONDY",105.3
"T08",11-JUL-96,"DOC",6.2
"T08",11-JUL-96,"IRON",0.35
"T08",11-JUL-96,"MAGNESIUM",2.35
"T08",11-JUL-96,"NH4N",0.81
"T08",11-JUL-96,"NO3N",0.763
"T08",11-JUL-96,"PH",3.86
"T07",12-JUL-96,"ALUMINIUM",0.375
"T02",12-JUL-96,"SODIUM",3.846
"T07",12-JUL-96,"CALCIUM",4.57
"T07",12-JUL-96,"CALCIUM",4.702
"T07",12-JUL-96,"CHLORIDE",9.94
"T07",12-JUL-96,"CHLORIDE",11.49
"T07",12-JUL-96,"CONDY",81
"T07",12-JUL-96,"CONDY",103
"T07",12-JUL-96,"DOC",5.84
"T07",12-JUL-96,"DOC",6.22
"T07",12-JUL-96,"IRON",0.34
"T07",12-JUL-96,"IRON",0.366
"T07",12-JUL-96,"MAGNESIUM",2.282
"T07",12-JUL-96,"MAGNESIUM",2.318
"T07",12-JUL-96,"NH4N",0.752
"T07",12-JUL-96,"NO3N",0.767
"T07",12-JUL-96,"NO3N",0.816
"T07",12-JUL-96,"PH",4.1
"T07",12-JUL-96,"PH",4.19
"T07",12-JUL-96,"PO4P",0.108
"T07",12-JUL-96,"PO4P",0.111
"T07",12-JUL-96,"POTASSIUM",3.79
"T07",12-JUL-96,"POTASSIUM",3.811
"T07",12-JUL-96,"Q1",511
"T07",12-JUL-96,"SO4S",1.7
"T07",12-JUL-96,"SO4S",1.8
"T07",12-JUL-96,"SODIUM",3.77
"T07",12-JUL-96,"SODIUM",3.89
"T02",12-JUL-96,"SODIUM",3.89
"T02",12-JUL-96,"ALUMINIUM",0.365
"T02",12-JUL-96,"ALUMINIUM",0.375
"T02",12-JUL-96,"CALCIUM",4.601
"T02",12-JUL-96,"CALCIUM",4.702
"T02",12-JUL-96,"CHLORIDE",10.22
"T02",12-JUL-96,"CHLORIDE",11.49
"T02",12-JUL-96,"CONDY",83
"T02",12-JUL-96,"CONDY",103
"T02",12-JUL-96,"DOC",6.05
"T02",12-JUL-96,"DOC",6.22
"T02",12-JUL-96,"IRON",0.34
"T02",12-JUL-96,"IRON",0.382
"T02",12-JUL-96,"MAGNESIUM",2.318
"T02",12-JUL-96,"NH4N",0.752
"T02",12-JUL-96,"NO3N",0.788
"T02",12-JUL-96,"NO3N",0.816
"T02",12-JUL-96,"PH",4.19
"T02",12-JUL-96,"PH",4.23
"T02",12-JUL-96,"PO4P",0.108
"T02",12-JUL-96,"PO4P",0.112
"T02",12-JUL-96,"POTASSIUM",3.744
"T02",12-JUL-96,"POTASSIUM",3.79
"T02",12-JUL-96,"Q1",511
"T02",12-JUL-96,"Q2",511
"T02",12-JUL-96,"SO4S",1.71
"T02",12-JUL-96,"SO4S",1.8
"T07",12-JUL-96,"ALUMINIUM",0.415
"T03",17-JUL-96,"ALUMINIUM",0.237
"T03",17-JUL-96,"SODIUM",3.61
"T03",17-JUL-96,"CHLORIDE",13.42
"T03",17-JUL-96,"CONDY",91.4
"T03",17-JUL-96,"IRON",0.394
"T03",17-JUL-96,"MAGNESIUM",2.1
"T03",17-JUL-96,"NH4N",0.795
"T03",17-JUL-96,"NO3N",0.769
"T03",17-JUL-96,"PH",3.99
"T03",17-JUL-96,"PHAQCS",3.98
"T03",17-JUL-96,"PHAQCU",4.01
"T03",17-JUL-96,"PO4P",0.121
"T03",17-JUL-96,"POTASSIUM",3.777
"T03",17-JUL-96,"SO4S",1.75
"T03",17-JUL-96,"CALCIUM",4.53
"T08",25-JUL-96,"ALUMINIUM",0.38
"T08",25-JUL-96,"TOTALP",0.11
"T08",25-JUL-96,"CHLORIDE",11.1
"T08",25-JUL-96,"CONDY",108.4
"T08",25-JUL-96,"DOC",6.8
"T08",25-JUL-96,"IRON",0.37
"T08",25-JUL-96,"MAGNESIUM",2.4
"T08",25-JUL-96,"NH4N",0.77
"T08",25-JUL-96,"NO3N",0.798
"T08",25-JUL-96,"PH",3.85
"T08",25-JUL-96,"PHAQCS",3.65
"T08",25-JUL-96,"PHAQCU",3.88
"T08",25-JUL-96,"PO4P",0.106
"T08",25-JUL-96,"POTASSIUM",4.1
"T08",25-JUL-96,"SO4S",1.81
"T08",25-JUL-96,"SODIUM",3.98
"T08",25-JUL-96,"TOTALN",0.76
"T08",25-JUL-96,"CALCIUM",5.18
"T03",31-JUL-96,"PO4P",0.128
"T03",31-JUL-96,"PHAQCU",4.09
"T03",31-JUL-96,"SO4S",2.02
"T03",31-JUL-96,"SODIUM",3.64
"T03",31-JUL-96,"ALUMINIUM",0.286
"T03",31-JUL-96,"CALCIUM",4.45
"T03",31-JUL-96,"CHLORIDE",10.5
"T03",31-JUL-96,"CONDY",89.7
"T03",31-JUL-96,"IRON",0.415
"T03",31-JUL-96,"MAGNESIUM",2.16
"T03",31-JUL-96,"NH4N",0.77
"T03",31-JUL-96,"NO3N",0.786
"T03",31-JUL-96,"PH",4.04
"T03",31-JUL-96,"PHAQCS",3.98
"T03",31-JUL-96,"POTASSIUM",3.813
"T08",08-AUG-96,"ALUMINIUM",0.39
"T08",08-AUG-96,"TOTALP",0.115
"T08",08-AUG-96,"CHLORIDE",10.9
"T08",08-AUG-96,"CONDY",103
"T08",08-AUG-96,"DOC",6.6
"T08",08-AUG-96,"IRON",0.37
"T08",08-AUG-96,"MAGNESIUM",2.5
"T08",08-AUG-96,"NH4N",0.81
"T08",08-AUG-96,"NO3N",0.793
"T08",08-AUG-96,"PH",3.92
"T08",08-AUG-96,"PHAQCS",3.98
"T08",08-AUG-96,"PHAQCU",4.21
"T08",08-AUG-96,"PO4P",0.098
"T08",08-AUG-96,"POTASSIUM",4.19
"T08",08-AUG-96,"SO4S",1.77
"T08",08-AUG-96,"SODIUM",4.18
"T08",08-AUG-96,"TOTALN",0.82
"T08",08-AUG-96,"CALCIUM",5.11
"T02",09-AUG-96,"ALUMINIUM",0.375
"T02",09-AUG-96,"SODIUM",3.97
"T02",09-AUG-96,"ALUMINIUM",0.415
"T02",09-AUG-96,"CALCIUM",4.57
"T02",09-AUG-96,"CALCIUM",4.702
"T02",09-AUG-96,"CALCIUM",4.77
"T02",09-AUG-96,"CHLORIDE",9.67
"T02",09-AUG-96,"CHLORIDE",9.68
"T02",09-AUG-96,"CHLORIDE",10.03
"T02",09-AUG-96,"CONDY",83
"T02",09-AUG-96,"CONDY",86
"T02",09-AUG-96,"DOC",6.68
"T02",09-AUG-96,"DOC",6.84
"T02",09-AUG-96,"IRON",0.302
"T02",09-AUG-96,"IRON",0.34
"T02",09-AUG-96,"IRON",0.366
"T02",09-AUG-96,"MAGNESIUM",2.282
"T02",09-AUG-96,"MAGNESIUM",2.318
"T02",09-AUG-96,"MAGNESIUM",2.362
"T02",09-AUG-96,"NH4N",0.752
"T02",09-AUG-96,"NH4N",0.758
"T02",09-AUG-96,"NO3N",0.729
"T02",09-AUG-96,"NO3N",0.737
"T02",09-AUG-96,"NO3N",0.8
"T02",09-AUG-96,"PH",4.18
"T02",09-AUG-96,"PH",4.22
"T02",09-AUG-96,"PH",4.32
"T02",09-AUG-96,"PO4P",0.105
"T02",09-AUG-96,"PO4P",0.109
"T02",09-AUG-96,"PO4P",0.111
"T02",09-AUG-96,"POTASSIUM",3.79
"T02",09-AUG-96,"POTASSIUM",3.811
"T02",09-AUG-96,"POTASSIUM",3.969
"T02",09-AUG-96,"SO4S",1.7
"T02",09-AUG-96,"SO4S",1.71
"T02",09-AUG-96,"SO4S",1.73
"T02",09-AUG-96,"SODIUM",3.77
"T02",09-AUG-96,"SODIUM",3.89
